Tweet,ID
"""1. Employees are potentially exposed to health hazards associated with COVID-19. It was reported that that the employer has not implemented precautions such as but not limited to social distancing, limiting amount of people inside the store at a time, PPE, or training workers about the hazards of COVID-19. It was further reported that employees who are sick are required to come to work. Contrary to 29 CFR 1910.132 and 29 CFR 1910.134 and Section 5(a)(1) of the OSH Act."" - Petsmart in Denver, CO",C-1566026
"""1. Employees are potentially exposed to health hazards associated with COVID-19. It was reported that that the employer has not implemented precautions such as but not limited to social distancing, limiting amount of people inside an aircraft at a time, PPE, or training workers about the hazards of COVID-19. It was further reported that employees who are sick are required to come to work. Contrary to 29 CFR 1910.132 and 29 CFR 1910.134 and Section 5(a)(1) of the OSH Act."" - United Airlines in Denver, CO",C-1566224
"""1) The employer is not actively encouraging sick employees to stay at home, per CDC guidelines."" - Walmart in Aurora, CO",C-1565778
"""1) The employer is not performing routine environmental cleaning, per CDC guidelines."" - Savanah Suites in Arvada, CO",C-1565902
"""1) Employees are potentially exposed to novel coronavirus when conducted transfers and other procedures with patients who have confirmed cases of Covid-19. The employer has not implemented enhanced engineering and work practice controls, including appropriate patient placement and isolation procedures, increased ventilation, partitions, and housekeeping and hygiene plans. Contrary to OSH Act Section 5(a)(1)."" - MorningStar Assisted Living of in Littleton, CO",C-1566032
"""1. Employer is not following the CDC guidance of 6ft distancing for employees. 2. Mask were not provided to protect workers form the spread of COVID-19 3. Clean water and soap to wash hands, were not provided to workers. 4. Limited guidance in how to protect ourselves from COVID-19 and equipment were shared but not disinfected after each use."" - Interstate Mechanical Corporation DBA in Phoenix, AZ",C-1567025
"""1. COVID-19 confirmed patients and suspected COVID-19 patients are not being held in appropriate negative pressure isolation rooms."" - San Mateo Medical Center in San Mateo, CA",C-1567470
"""1) COVID-19 confirmed patients and suspected COVID-19 patients are not being held in appropriate negative pressure isolation rooms. T8CCR 5199"" - San Mateo Medical Center in San Mateo, CA",C-1567471
"""1. The employer failed to communicate with employees about a coworker who tested positive for COVID-19. T8 CCR 5199(d)(2)(K) 2. The employer failed to provide employees working in close proximity to residents with proper personal protective equipment (PPE). The employer has locked up all PPE and not provided it to employees. T8 CCR 5199(g)(3)(A)"" - Baywood Court Retirement Community in Castro Valley, CA",C-1568192
"""1. The employer failed to provide employees with sufficient disinfection cleaning materials to clean the inside of buses. T8 CCR 3203(a)(6) 2. The employer failed to provide employees with sufficient personal protective equipment, including hand and respiratory protection, to protect against exposure to COVID-19. T8 CCR 3380(f)(1)"" - First Transit, Inc. DBA in Oakland, CA",C-1568941
"""The employer failed to communicate to employees that four coworkers tested positive for COVID-19. Employees did not become aware of this exposure until a week later when the store was cleaned and disinfected by an outside contractor. T8 CCR 3203(a)(3)"" - Safeway in Livermore, CA",C-1572732
"""1. The employer failed to provide each affected employee with appropriate personal protective equipment (e.g. masks, hand sanitizer and gloves) to protect against exposure to COVID-19. T8 CCR 3380(f)(1)(A) 2. The employer is not identifying and correcting the hazard of exposing employees to COVID-19 by not following/implementing social distancing or following the public health orders. At times, there are over 20 employees in the ""Gilley room sitting point"" or on ""standby."" T8 CCR 3203(a)(4) & (6)"" - Alameda-Contra Costa Transit District in Oakland, CA",C-1573510
"""The employer failed to provide powered air purifying respirators (PAPR) with the High Efficiency Particulate Air (HEPA) filter(s), or a respiratory providing equivalent or greater protection to employees performing a high hazard procedure on an AirID case. T8 CCR 5199(e)(1)."" - Contra Costa County DBA in Berkeley, CA",C-1567127
"""1. The employer failed to ensure that personnel were practicing proper social distancing while working and also not providing gloves and cleaning supplies to clean the areas recommended by the CDC, WHO and Cal/OSHA, T8 CCR 3203(a)(4)&(6)."" - West America Bank in Fairfield, CA",C-1567228
"""5199: Employer has not properly assessed exposure risk of employees, exposure risk between employees and residents, neither is employer following CDC health guidelines for COVID-19. 3387: Employer has not put out guidelines on how to properly sanitize respiratory protection masks given to employees to re-use for 12 days."" - CA Veterans Affairs DBA in Redding, CA",C-1566351
"""1. Personal protective equipment for Covid-19 are not being provided. 2. Sanitizing agents are not being provided for cleaning potentially contaminated surfaces in client homes."" - Above and Beyond Care in Visalia, CA",C-1567487
"""1. Only one mask for employees each month assisting patients with covid 19 virus."" - Hanford Community Hospital DBA in Hanford, CA",C-1567892
"""1. No masks or gloves for staff helping patients that could have covid 19 virus."" - California Imaging Institute in Fresno, CA",C-1567929
"""1. Workers only get one mask, have to purchase their own after that. Wrong cleaning products to sanitize their work stations."" - United Market in Reedley, CA",C-1568008
"""1. GISO 3203(a)(4): Employer failed to provide mask and gloves for meeting the public. 2 GISO 3203(a)(4): Employer failed to provide cleaning products to sanitize their work stations."" - Midas, Inc. in Fresno, CA",C-1575914
"""T8CCR- 3203(a)(4)(B)Employer not following social distancing CDC guidelines and employees not allowed to wear masks."" - Atlantic Pacific Processing Systems in Fountain Valley, CA",C-1573600
"""T8CCR 3203(a)(4)(B)Workers in food service do not have masks and are working with elderly patients and social distancing guidelines are not being followed."" - Brookdale Garden Grove in Garden Grove, CA",C-1573611
